Item ID,Short Title,Title,Year,Abstract,TAS Human Coding,New Column
,,,,,EXCLUDE on population,
130341241,Azúa (2020),Bullying as a risk factor for depression and suicide,2020,"Abstract: Introduction: Bullying is a systematized abuse of power that can be expressed through different types of violence such as physical, verbal, social exclusion, among others. Given the potential asso ciation between bullying and suicide, and its recent media repercussion in our country, this review explores the evidence that associates bullying and the development of depression and/or suicide. Objectives: To review the available literature and analyze the relationship between bullying and the development of depression and/or suicide. Methods: a bibliographic search was conducted in the PubMed, SciELO and LILACS databases with MeSH terms ""bullying"", ""depression"", ""suicide"", ""acoso escolar"", ""depresión"" and ""suicidio"", selecting 18 of 73 results for review. Results: There is evidence that establishes a relationship between exposure to bullying and the development of de pression and suicide in adolescents, and emphasizes the importance of depression as a mediator between bullying and suicidal behavior. Cyberbullying is a new way of expression of this pheno menon, with evidence in the development of depression and suicide, mostly in female adolescents. The lack of original studies in Latin America is worrying. Conclusions: Despite the heterogeneity of the studies, the evidence reinforces the need to improve the mechanisms of research and pre vention of bullying among adolescents, in order to reduce the incidence of depression and suicide in this population.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130341528,Bagchi (2026),Methods of training lay individuals in the use of evidence-based services for the management of mental and behavioral health disorders: a scoping review.,2026,"OBJECTIVE: This objective of this scoping review was to describe how lay individuals have been trained to deliver evidence-based services to manage mental and behavioral health disorders., INTRODUCTION: Health service delivery by lay individuals is commonly used for managing mental and behavioral health disorders in low-resource settings. Prior systematic reviews have examined the characteristics of lay health workers, the types of services they provide, and the efficacy of their services; however, a significant gap exists in documenting the training these individuals receive., ELIGIBILITY CRITERIA: Participants were lay individuals trained to provide services to community residents, excluding individuals with formal training in health service delivery and delivery in residential settings. The concept was training programs for the delivery of evidence-based services to individuals, excluding services involving pharmacology. The context was mental and behavioral health disorders, excluding cognitive deficits., METHODS: Our search included MEDLINE (Ovid), CINAHL (EBSCOhost), APA PsycINFO (Ovid), Scopus, Web of Science Core Collection, and gray literature sources. The search included reports published between 1960 and November 2024 that were in English or Spanish or had English translations available. Data analysis used a mix of descriptive and qualitative approaches. Since missing data in the existing literature were considered a finding itself, we did not contact authors to provide information on elements missing from the data extraction form., RESULTS: After completing the evidence selection process, we extracted data from 203 studies. Included studies used a wide variety of terms to describe lay health workers. Consistent with prior literature, this scoping review identified 2 categories of lay individuals who have been trained to deliver mental and behavioral health services: general lay health workers (described as trusted community members) and peer workers (lay individuals with personal experience of mental and behavioral health disorders). The number of studies has increased over time, with the first study published in 1974. Overall, the largest percentage of studies (43.3%) was conducted in the US. Comparing the literature conducted in low- and middle-income countries with the literature in high-income countries, the general lay health worker model predominated in low- and middle-income countries, while the peer model was more common in high-income countries. The most common psychotherapeutic techniques that lay health workers were trained to deliver were cognitive behavior therapy, motivational interviewing, and behavioral activation; however, one-fourth of the studies did not indicate which techniques were taught in the training. Due to missing data and variations in design, it was difficult to estimate the time spent training lay individuals for the chosen interventions or to develop a definitive profile of the demographic characteristics of lay health workers/peers. Only 27 studies (13.3%) mentioned stigma reduction as part of the training., CONCLUSIONS: There has been great variability in the training of lay individuals to provide mental and behavioral health services. This leaves many gaps in the literature, making it difficult to draw conclusions regarding best practices. Future research can use the information reported in this scoping review to identify relevant studies and to complement existing data reporting templates (eg, Template for Intervention Description and Replication [TIDieR]) to assess the evidence for best practices in training lay individuals for mental and behavioral health service delivery., REVIEW REGISTRATION: OSF https://osf.io/eaqcr/overview. Copyright © 2025 JBI.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130341567,Abebe (2025),Antenatal depression among pregnant women in Ethiopia: An umbrella review.,2025,"INTRODUCTION: Antenatal depression, ranging from mild to severe, is influenced by hormonal changes during pregnancy and childbearing years, making it a significant public health issue. Antenatal depression, with its far-reaching effects on mothers, infants, and children, continues to be a significant public health issue in developing countries such as Ethiopia. Research on antenatal depression in Ethiopia has produced varied results. Although previous systematic reviews and meta-analyses studies have addressed this topic, a comprehensive summary of existing reviews has not been available. Therefore, this umbrella review aims to consolidate the findings on antenatal depression and associated factors among pregnant women in Ethiopia., METHODS: This review included five systematic reviews and meta-analyses from various databases, including PubMed, PsycINFO, Research4life, CINHALE and Science Direct. Only reviews published between January 1, 2010, and July 30, 2024, were considered. The search, conducted from August 5 to 15, 2024, used CoCoPop questions and included only English-language reviews. Study quality was assessed with the AMSTAR tool, and data extraction and analysis were performed using Microsoft Excel 2016 and STATA 14.0. The I2 and Cochran's Q tests were used to assess heterogeneity. Pooled effect sizes were calculated based on the pooled prevalence of antenatal depression and odds ratios for associated factors, with a 95% confidence interval indicating statistical significance., RESULTS: This umbrella review encompassed 50 primary studies from five systematic reviews and meta-analyses, involving a total of 25,233 pregnant women. The pooled prevalence of antenatal depression in Ethiopia was found to be 24.60% (95% CI: 22.46-26.73). Significant associations were identified between antenatal depression and several factors: unplanned pregnancy (POR = 2.29; 95% CI: 1.75, 2.82), poor social support (POR = 2.10; 95% CI: 1.37, 2.84), history of abortion (POR = 2.49; 95% CI: 1.64, 3.34), history of depression (POR = 3.57; 95% CI: 2.43, 4.71), and history of obstetric complications (POR = 2.94; 95% CI: 1.61, 4.28)., CONCLUSIONS: The significant prevalence of antenatal depression (24.60%) among pregnant women in Ethiopia is closely linked to factors such as unplanned pregnancy, poor social support, history of abortion, previous depression, and obstetric complications. To tackle this issue, it is recommended to enhance social support networks, increase access to family planning services to minimize unplanned pregnancies, conduct regular mental health screenings, and incorporate mental health services into antenatal care. Copyright: © 2025 Abebe et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130341923,Barbato (2018),Couple therapy for depression,2018,"Abstract - Background Couple therapy for depression has the twofold aim of modifying negative interaction patterns and increasing mutually supportive aspects of intimate relationships, changing the interpersonal context of depression. Couple therapy is included in several guidelines among the suggested treatments for depression. Objectives 1. The main objective was to examine the effects of couple therapy compared to individual psychotherapy for depression. 2. Secondary objectives were to examine the effects of couple therapy compared to drug therapy and no/minimal treatment for depression. Search methods The Cochrane Common Mental Disorders Group Controlled Trials Register (CCMDCTR), the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (Ovid), Embase (Ovid) and PsycINFO (Ovid) were searched to 19 February 2018. Relevant journals and reference lists were checked. Selection criteria Randomised and quasi‐randomised controlled trials examining the effects of couple therapy versus individual psychotherapy, drug therapy, or no treatment/minimal treatment for depression were included in the review. Data collection and analysis We considered as primary outcomes the depressive symptom level, the depression persistence, and the dropouts; the relationship distress level was a secondary outcome. We extracted data using a standardised spreadsheet. Where data were not included in published papers, we tried to obtain the data from the authors. We synthesised data using Review Manager software version 5.3. We pooled dichotomous data using the relative risk (RR), and continuous data calculating the standardised mean difference (SMD), together with 95% confidence intervals (CIs). We employed the random‐effects model for all comparisons and also calculated a formal test for heterogeneity, the natural approximate Chi 2 test. Main results We included fourteen studies from Europe, North America, and Israel, with 651 participants. Eighty per cent of participants were Caucasian. Therefore, the findings cannot be considered as applicable to non‐Western countries or to other ethnic groups in Western countries. On average, participants had moderate depression, preventing the extension of results to severely depressed patients. Almost all participants were aged between 36 and 47 years. There was no evidence of difference in effect at the end of treatment between couple therapy and individual psychotherapy, either for the continuous outcome of depressive symptoms, based on nine studies with 304 participants (SMD −0.17, 95% CI −0.44 to 0.10, low‐quality evidence), or the proportion of participants remaining depressed, based on six studies with 237 participants (RR 0.94, 95% CI 0.72 to 1.22, low‐quality evidence). Findings from studies with 6‐month or longer follow‐up confirmed the lack of difference between the two conditions. No trial gave information on harmful effects. However, we considered rates of treatment discontinuation for any reason as a proxy indicator of adverse outcomes. There was no evidence of difference for dropout rates between couple therapy and individual psychotherapy, based on eight studies with 316 participants (RR 0.85, 95% CI 0.51 to 1.41, low‐quality evidence). Few data were available for the comparison with drug therapy. Data from a small study with 12 participants showed no difference for the continuous outcome of depressive symptoms at end of treatment (SMD −0.51, 95% CI −1.69 to 0.66, very low‐quality evidence) and at 6‐month follow‐up (SMD −1.07, 95% CI ‐2.45 to 0.31, very low‐quality evidence). Data on dropouts from two studies with 95 participants showed a clear advantage for couple therapy (RR 0.31, 95% CI 0.15 to 0.61, very low‐quality evidence). However, this finding was heavily influenced by a single study, probably affected by a selection bias favouring couple therapy. The comparison between couple therapy plus drug therapy and drug therapy alone showed no difference in depressive symptom level, based on two studies with 34 participants (SMD −1.04, 95% CI ‐3.97 to 1.89, very low‐quality evidence) and on dropouts, based on two studies with 45 participants (RR 1.03, 95% CI 0.07 to 15.52, very low‐quality evidence). The comparison with no/minimal treatment showed a large significant effect favouring couple therapy both for depressive symptom level, based on three studies with 90 participants: (SMD −0.95, 95% CI −1.59 to −0.32, very low‐quality evidence) and persistence of depression, based on two studies with 65 participants (RR 0.48, 95% CI 0.32 to 0.70, very low‐quality evidence). No data were available for dropouts for this comparison. Concerning relationship distress, the comparison with individual psychotherapy showed that couple therapy appeared more effective in reducing distress level at the end of treatment, based on six studies with 187 participants (SMD −0.50, CI −0.97 to −0.02, very low‐quality evidence) and the persistence of distress, based on two studies with 81 participants (RR 0.71, 95% CI 0.51 to 0.98, very low‐quality evidence). The quality of evidence was heavily affected by substantial heterogeneity (I 2 = 59%). In the analysis restricted to studies including only distressed couples, no heterogeneity was found and the effect in distress level at the end of treatment was larger (SMD −1.10, 95% CI −1.59 to −0.61). Very few data on this outcome were available for other comparisons. We assessed the certainty of the evidence using the GRADE system. The results were weakened by the low quality of evidence related to the effects on depressive symptoms, in comparison with individual psychotherapy, and by very low quality evidence for all other comparisons and for the effects on relationship distress. Most studies were affected by problems such as the small number of cases, performance bias, assessment bias due to the non‐blinding outcome assessment, incomplete outcome reporting and the allegiance bias of investigators. Heterogeneity was, in particular, a problem for data about relationship distress. Authors' conclusions Although there is suggestion that couple therapy is as effective as individual psychotherapy in improving depressive symptoms and more effective in improving relations in distressed couples, the low or very low quality of the evidence seriously limits the possibility of drawing firm conclusions. Very few data were available for comparisons with no/minimal treatment and drug therapy. Future trials of high quality should test in large samples with a long follow‐up of the effects of couple therapy in comparison to other interventions in discordant couples with a depressed partner, considering the role of relationship quality as a potential effect mediator in the improvement of depression. Plain language summary Couple therapy for depression Why is this review important? Depression is a common mental disorder characterised by sadness, loss of pleasure in most activities, feelings of worthlessness or guilt, thoughts of death or suicide. Couple therapy has been suggested as a treatment for couples with a depressed partner on the basis of the association between depressive symptoms and relationship distress, the role of relational negative factors in onset and maintenance of depression, and the buffering effect of intimacy and interpersonal support. Couple therapy works by modifying negative interactional patterns and increasing mutually supportive aspects of relationships. It is important to know whether couple therapy can help people with depression. Who will be interested in this review? This review will be of interest to people with depression, their partners, and people involved in their care. What questions does this review aim to answer? This review aimed to assess evidence about the effects of couple therapy for couples with a depressed partner. Which studies were included in the review? We considered studies of couple therapy delivered in outpatient settings to couples in which a partner had a clinical diagnosis of depressive disorder. We included 14 studies with 651 participants .Thirteen of the studies were randomised controlled trials, where participants were assigned by chance alone to the couple therapy treatment group or usual care. However, one study was not completely randomised due to therapist availability. What does the evidence from the review tell us? There was low‐quality evidence to suggest that couple therapy is as effective as individual psychotherapy in improving depression. People with depression might do better when receiving couple therapy compared with no treatment, but we are very uncertain about this effect because of the very low quality of studies. In comparison with treatment with antidepressant medication, limited data was available. Although data on few dropouts favour couple therapy, the very low quality of data seriously weakens this finding. The comparison between couple therapy plus antidpressant medication and antidepressants alone showed no difference in depressive symptom level, but the results were based on two small studies. Couple therapy was more effective in reducing relationship distress than individual psychotherapy and this effect was enhanced when distressed couples were considered separately. However, this result has to be considered with great caution, because of the very low quality of studies. Most studies were affected by small sample sizes, unclear sample representativeness, loss of participants at follow‐up, and investigators' allegiance bias. Moreover, there were few follow‐ups that went beyond 6 months post‐treatment. Only one study tested whether improvements in couple relationships led to improvement in depression, finding supporting evidence for that. However, the small sample of this study and the lack of other studies which investigated this hypothesis means we could not test in this review if this finding was supported. Although it is difficult to draw conclusions with any confidence on differences between couple therapy and other treatments for depression, the possibility of improvement in couple relationships may favour its choice when relationship distress is a major problem. What should happen next? We need good quality trials, testing in large samples with long follow‐up of the effects of couple therapy in comparison to other interventions, especially in distressed couples.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130341995,Banzi (2015),Selective serotonin reuptake inhibitors (SSRIs) and serotonin‐norepinephrine reuptake inhibitors (SNRIs) for the prevention of tension‐type headache in adults,2015,"Abstract - Background This is an updated version of the Cochrane review published in 2005 on selective serotonin re‐uptake inhibitors (SSRIs) for preventing migraine and tension‐type headache. The original review has been split in two parts and this review now only regards tension‐type headache prevention. Another updated review covers migraine. Tension‐type headache is the second most common disorder worldwide and has high social and economic relevance. As serotonin and other neurotransmitters may have a role in pain mechanisms, SSRIs and serotonin‐norepinephrine reuptake inhibitors (SNRIs) have been evaluated for the prevention of tension‐type headache. Objectives To determine the efficacy and tolerability of SSRIs and SNRIs compared to placebo and other active interventions in the prevention of episodic and chronic tension‐type headache in adults. Search methods For the original review, we searched the Cochrane Central Register of Controlled Trials (CENTRAL 2003, Issue 4), MEDLINE (1966 to January 2004), EMBASE (1994 to May 2003), and Headache Quarterly (1990 to 2003). For this update, we revised the original search strategy to reflect the broader type of intervention (SSRIs and SNRIs). We searched CENTRAL (2014, Issue 10) on the Cochrane Library, MEDLINE (1946 to November 2014), EMBASE (1980 to November 2014), and PsycINFO (1987 to November 2014). We also checked the reference lists of retrieved articles and searched trial registries for ongoing trials. Selection criteria We included randomised controlled trials comparing SSRIs or SNRIs with any type of control intervention in participants 18 years and older, of either sex, with tension‐type headache. Data collection and analysis Two authors independently extracted data (headache frequency, index, intensity, and duration; use of symptomatic/analgesic medication; quality of life; and withdrawals) and assessed the risk of bias of trials. The primary outcome is tension‐type headache frequency, measured by the number of headache attacks or the number of days with headache per evaluation period. Main results The original review included six studies on tension‐type headache. We now include eight studies with a total of 412 participants with chronic forms of tension‐type headache. These studies evaluated five SSRIs (citalopram, sertraline, fluoxetine, paroxetine, fluvoxamine) and one SNRI (venlafaxine). The two new studies included in this update are placebo controlled trials, one evaluated sertraline and one venlafaxine. Six studies, already included in the previous version of this review, compared SSRIs to other antidepressants (amitriptyline, desipramine, sulpiride, mianserin). Most of the included studies had methodological and/or reporting shortcomings and lacked adequate power. Follow‐up ranged between two and four months. Six studies explored the effect of SSRIs or SNRIs on tension‐type headache frequency, the primary endpoint. At eight weeks of follow‐up, we found no difference when compared to placebo (two studies, N = 127; mean difference (MD) ‐0.96, 95% confidence interval (CI) ‐3.95 to 2.03; I 2 = 0%) or amitriptyline (two studies, N = 152; MD 0.76, 95% CI ‐2.05 to 3.57; I 2 = 44%). When considering secondary outcomes, SSRIs reduce the symptomatic/analgesic medication use for acute headache attacks compared to placebo (two studies, N = 118; MD ‐1.87, 95% CI ‐2.09 to ‐1.65; I 2 = 0%). However, amitriptyline appeared to reduce the intake of analgesic more efficiently than SSRIs (MD 4.98, 95% CI 1.12 to 8.84; I 2 = 0%). The studies supporting these findings were considered at unclear risk of bias. We found no differences compared to placebo or other antidepressants in headache duration and intensity. SSRIs or SNRI were generally more tolerable than tricyclics. However, the two groups did not differ in terms of number of participants who withdrew due to adverse events or for other reasons (four studies, N = 257; odds ratio (OR) 1.04; 95% CI 0.41 to 2.60; I 2 = 25% and OR 1.55, 95% CI 0.71 to 3.38; I 2 = 0%). We did not find any study comparing SSRIs or SNRIs with pharmacological treatments other than antidepressants (e.g. botulinum toxin) or non‐drug therapies (e.g. psycho‐behavioural treatments, manual therapy, acupuncture). Authors' conclusions Since the last version of this review, the new included studies have not added high quality evidence to support the use of SSRIs or venlafaxine (a SNRI) as preventive drugs for tension‐type headache. Over two months of treatment, SSRIs or venlafaxine are no more effective than placebo or amitriptyline in reducing headache frequency in patients with chronic tension‐type headache. SSRIs seem to be less effective than tricyclic antidepressants in terms of intake of analgesic medications. Tricyclic antidepressants are associated with more adverse events; however, this did not cause a greater number of withdrawals. No reliable information is available at longer follow‐up. Our conclusion is that the use of SSRIs and venlafaxine for the prevention of chronic tension‐type headache is not supported by evidence. Plain language summary Selective serotonin reuptake inhibitors (SSRIs) and serotonin‐norepinephrine reuptake inhibitors (SNRIs) for preventing tension‐type headache Tension‐type headache is a common type of headache that can significantly impair people's quality of life. Individuals who experience frequent or severe headaches may benefit from medications taken before the pain starts. Two classes of medication, the selective serotonin reuptake inhibitors (SSRIs) and serotonin‐norepinephrine reuptake inhibitors (SNRIs), typically used to treat depression, are evaluated in this review. This is an update of a previous review that included studies on migraine and tension‐type headache. The original review has been split into two separate reviews: this update addresses only studies on tension‐type headache, while a second focuses on migraine. When we updated this review (November 2014), we identified two new studies. Six studies were already included in the previous version of the review. Overall, we analysed a total of 412 adults participants. All the studies had a small number of participants and were conducted over a period of two to four months. Only a few were of high quality. Results suggest that SSRIs or SNRIs are no better than placebo (sugar pill) in reducing the number of days with tension‐type headache. There were no differences in minor side effects between participants treated with SSRIs or SNRIs versus those treated with placebo. SSRIs and SNRIs do not seem to offer advantages when compared to other active treatments, specifically the tricyclic antidepressant, amitriptyline. The participants treated with SSRIs or SNRIs suffered fewer minor side effects than those who took amitriptyline, however the number of people who stopped taking one drug or the other due to side effects was approximately equal. These results are based on poor quality, small, short‐term trials (no more than four months). We did not find a study comparing SSRIs or SNRIs with other medications (e.g. botulinum toxin) or non‐drug therapies (e.g. psycho‐behavioural treatments, manual therapy, acupuncture).",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130341996,Baicus (2024),Alpha‐lipoic acid for diabetic peripheral neuropathy,2024,"Abstract - Background Diabetic peripheral neuropathy (DPN) is a frequent complication in people living with type 1 or type 2 diabetes. There is currently no effective treatment for DPN. Although alpha‐lipoic acid (ALA, also known as thioctic acid) is widely used, there is no consensus about its benefits and harms. Objectives To assess the effects of alpha‐lipoic acid as a disease‐modifying agent in people with diabetic peripheral neuropathy. Search methods On 11 September 2022, we searched the Cochrane Neuromuscular Specialised Register, CENTRAL, MEDLINE, Embase, and two clinical trials registers. We also searched the reference lists of the included studies and relevant review articles for additional references not identified by the electronic searches. Selection criteria We included randomised clinical trials (RCTs) that compared ALA with placebo in adults (aged 18 years or older) and that applied the study interventions for at least six months. There were no language restrictions. Data collection and analysis We used standard methods expected by Cochrane. The primary outcome was change in neuropathy symptoms expressed as changes in the Total Symptom Score (TSS) at six months after randomisation. Secondary outcomes were change in neuropathy symptoms at six to 12 months and at 12 to 24 months, change in impairment, change in any validated quality of life total score, complications of DPN, and adverse events. We assessed the certainty of the evidence using GRADE. Main results Our analysis incorporated three trials involving 816 participants. Two studies included people with type 1 or type 2 diabetes, while one study included only people with type 2 diabetes. The duration of treatment was between six months and 48 months. We judged all studies at high risk of overall bias due to attrition. ALA compared with placebo probably has little or no effect on neuropathy symptoms measured by TSS (lower score is better) after six months (mean difference (MD) −0.16 points, 95% confidence interval (CI) −0.83 to 0.51; 1 study, 330 participants; moderate‐certainty evidence). The CI of this effect estimate did not contain the minimal clinically important difference (MCID) of 0.97 points. ALA compared with placebo may have little or no effect on impairment measured by the Neuropathy Impairment Score‐Lower Limbs (NIS‐LL; lower score is better) after six months (MD −1.02 points, 95% CI −2.93 to 0.89; 1 study, 245 participants; low‐certainty evidence). However, we cannot rule out a significant benefit, because the lower limit of the CI surpassed the MCID of 2 points. There is probably little or no difference between ALA and placebo in terms of adverse events leading to cessation of treatment within six months (risk ratio (RR) 1.48, 95% CI 0.50 to 4.35; 3 studies, 1090 participants; moderate‐certainty evidence). No studies reported quality of life or complications associated with DPN. Authors' conclusions Our analysis suggests that ALA probably has little or no effect on neuropathy symptoms or adverse events at six months, and may have little or no effect on impairment at six months. All the studies were at high risk of attrition bias. Therefore, future RCTs should ensure complete follow‐up and transparent reporting of any participants missing from the analyses. Plain language summary Is alpha‐lipoic acid (a natural antioxidant) better than no treatment or dummy treatment for nerve damage in people with diabetes? Key messages • We found that alpha‐lipoic acid treatment compared with placebo (dummy treatment) probably has little or no effect on the symptoms of nerve damage and may have little or no effect on impairment after six months of treatment. • There is probably little or no difference between alpha‐lipoic acid and placebo in the occurrence of unwanted effects that cause people to stop using treatment. • We found no studies to help us answer whether alpha‐lipoic acid treatment can improve quality of life or complications of nerve damage (ulceration, amputation, or both) in people with diabetes. What is diabetic peripheral neuropathy? People with diabetes have too much sugar in their blood because their pancreas cannot make any insulin (type 1 diabetes) or cannot make enough insulin (type 2 diabetes). Diabetes is one of the most common non‐communicable diseases (diseases not spread by infection), and it is becoming more common every year. People with both type 1 and type 2 diabetes develop complications. High blood sugar can decrease blood flow in the blood vessels that supply the nerves, resulting in nerve damage (diabetic peripheral neuropathy). The main symptom of this condition is pain. Other symptoms include tingling, a burning sensation, numbness, shooting or sharp aches, and even extreme sensitivity to clothes touching the skin. These symptoms are caused by direct nerve damage, which is different from typical pain caused by injury or tissue damage. For this reason, usual painkiller medicines do not alleviate pain caused by peripheral neuropathy. People with this condition can also experience weakness, loss of reflexes, or loss of sensation (together known as impairment), which can disrupt normal functions such as walking. How is diabetic peripheral neuropathy treated? Medicines used to treat depression or epilepsy may improve symptoms of diabetic peripheral neuropathy. Some studies have suggested that alpha‐lipoic acid (an antioxidant made naturally in the body) may help because of its presumed anti‐inflammatory effects. What did we want to find out? We wanted to find out if alpha‐lipoic acid was better than no treatment or placebo (dummy treatment) for improving symptoms of diabetic peripheral neuropathy, impairment, quality of life, and complications of diabetic peripheral neuropathy (ulceration, amputation, or both) in people with type 1 or type 2 diabetes. We also wanted to know if alpha‐lipoic acid had any unwanted effects. What did we do? We searched for studies that investigated alpha‐lipoic acid treatment compared to no treatment or placebo for at least six months. We analysed and summarised the results of the trials and rated our confidence in the findings. What did we find? We found three studies that analysed 816 adults with type 1 and type 2 diabetes. The participants received either alpha‐lipoic acid or placebo. The dose of alpha‐lipoic acid ranged from 600 mg/day to 1800 mg/day. Alpha‐lipoic acid compared to placebo probably has little or no effect on symptoms of diabetic peripheral neuropathy and may have little or no effect on impairment after six months of treatment. There is probably little or no difference between alpha‐lipoic acid and placebo in terms of unwanted effects that cause people to stop treatment. No studies measured the effect of alpha‐lipoic acid treatment on quality of life or complications of peripheral neuropathy. Until alpha‐lipoic acid is proven effective, there is no rationale for comparing it with active treatments. What are the limitations of the evidence? We are moderately confident in the evidence on symptoms and unwanted effects because in all three studies, the investigators lost contact with many participants before the end of treatment (loss to follow‐up). We have little confidence in the evidence on impairment, because of loss to follow‐up and because the result was very imprecise. How up‐to‐date is this evidence? The evidence is current to 11 September 2022.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
